id;data_pagamento;valor;plano_id;qtde_meses_pagos
13;18/03/2019;R$ 399,00;4;1
13;16/05/2017;R$ 399,00;4;1
13;18/11/2016;R$ 399,00;4;1
13;18/05/2019;R$ 399,00;4;1
13;16/01/2017;R$ 399,00;4;1
13;18/10/2016;R$ 399,00;4;1
13;16/05/2018;R$ 399,00;4;1
13;17/09/2017;R$ 399,00;4;1
14;20/02/2018;R$ 185,00;2;1
14;21/07/2018;R$ 1110,00;2;6
14;20/10/2016;R$ 185,00;2;1
14;19/04/2017;R$ 555,00;2;3
14;19/06/2018;R$ 185,00;2;1
14;21/01/2017;R$ 555,00;2;3
14;20/01/2018;R$ 185,00;2;1
14;21/04/2019;R$ 555,00;2;3
14;19/12/2017;R$ 185,00;2;1
14;21/03/2018;R$ 185,00;2;1
14;19/02/2019;R$ 185,00;2;1
14;20/01/2019;R$ 185,00;2;1
14;21/07/2019;R$ 555,00;2;3
14;20/08/2017;R$ 185,00;2;1
14;20/12/2016;R$ 185,00;2;1
14;20/09/2016;R$ 185,00;2;1
14;19/04/2018;R$ 185,00;2;1
14;19/07/2017;R$ 185,00;2;1
14;26/03/2019;R$ 100,00;1;1
14;20/09/2017;R$ 185,00;2;1
14;19/05/2018;R$ 185,00;2;1
14;20/11/2017;R$ 185,00;2;1
15;11/10/2018;R$ 555,00;2;3
15;12/07/2017;R$ 1110,00;2;6
15;12/03/2019;R$ 185,00;2;1
15;13/01/2017;R$ 185,00;2;1
15;13/01/2018;R$ 555,00;2;3
15;14/05/2019;R$ 185,00;2;1
15;13/07/2019;R$ 185,00;2;1
15;13/09/2016;R$ 185,00;2;1
15;14/04/2017;R$ 185,00;2;1
15;14/02/2017;R$ 185,00;2;1
15;13/07/2018;R$ 555,00;2;3
15;13/11/2016;R$ 185,00;2;1
15;14/10/2016;R$ 185,00;2;1
15;14/06/2018;R$ 185,00;2;1
15;19/12/2016;R$ 399,00;4;1
15;13/02/2019;R$ 185,00;2;1
15;13/05/2018;R$ 185,00;2;1
15;14/06/2019;R$ 185,00;2;1
15;14/06/2017;R$ 185,00;2;1
15;14/05/2017;R$ 185,00;2;1
15;14/03/2017;R$ 185,00;2;1
15;12/01/2019;R$ 185,00;2;1
15;12/04/2019;R$ 185,00;2;1
16;03/06/2019;R$ 1197,00;4;3
16;02/01/2019;R$ 399,00;4;1
16;02/02/2017;R$ 1197,00;4;3
16;07/10/2017;R$ 1500,00;3;6
16;02/01/2017;R$ 399,00;4;1
16;03/08/2017;R$ 399,00;4;1
16;03/06/2017;R$ 399,00;4;1
16;01/07/2018;R$ 1197,00;4;3
16;01/11/2018;R$ 399,00;4;1
16;01/03/2019;R$ 399,00;4;1
16;01/12/2018;R$ 399,00;4;1
16;03/09/2016;R$ 399,00;4;1
16;03/05/2019;R$ 399,00;4;1
16;02/04/2019;R$ 399,00;4;1
16;03/09/2017;R$ 399,00;4;1
16;04/05/2017;R$ 399,00;4;1
16;04/05/2018;R$ 399,00;4;1
16;03/07/2017;R$ 399,00;4;1
16;02/10/2016;R$ 399,00;4;1
16;02/06/2018;R$ 399,00;4;1
16;04/11/2016;R$ 399,00;4;1
16;03/04/2018;R$ 399,00;4;1
16;04/02/2019;R$ 399,00;4;1
16;04/12/2016;R$ 399,00;4;1
17;07/06/2018;R$ 750,00;3;3
17;08/06/2019;R$ 250,00;3;1
17;07/02/2018;R$ 250,00;3;1
17;08/07/2017;R$ 250,00;3;1
17;09/12/2018;R$ 250,00;3;1
17;09/10/2017;R$ 750,00;3;3
17;09/05/2017;R$ 250,00;3;1
17;08/11/2016;R$ 250,00;3;1
17;09/04/2017;R$ 250,00;3;1
17;07/05/2019;R$ 250,00;3;1
17;08/02/2017;R$ 250,00;3;1
17;09/03/2018;R$ 250,00;3;1
17;08/10/2018;R$ 250,00;3;1
17;08/10/2016;R$ 250,00;3;1
17;09/07/2019;R$ 750,00;3;3
17;09/05/2018;R$ 250,00;3;1
17;09/08/2017;R$ 250,00;3;1
17;09/02/2019;R$ 750,00;3;3
17;08/04/2018;R$ 250,00;3;1
17;09/09/2018;R$ 250,00;3;1
17;07/09/2017;R$ 250,00;3;1
17;08/01/2017;R$ 250,00;3;1
17;09/01/2018;R$ 250,00;3;1
18;22/03/2017;R$ 1197,00;4;3
18;21/02/2019;R$ 399,00;4;1
18;21/01/2017;R$ 399,00;4;1
18;21/06/2017;R$ 399,00;4;1
18;21/02/2018;R$ 2394,00;4;6
18;22/07/2019;R$ 2394,00;4;6
18;20/08/2018;R$ 1197,00;4;3
18;21/11/2018;R$ 399,00;4;1
18;22/08/2017;R$ 1197,00;4;3
18;20/05/2019;R$ 399,00;4;1
18;22/12/2018;R$ 399,00;4;1
18;21/12/2017;R$ 399,00;4;1
18;22/01/2019;R$ 399,00;4;1
18;22/10/2016;R$ 399,00;4;1
18;21/01/2018;R$ 399,00;4;1
18;23/12/2016;R$ 399,00;4;1
18;22/04/2019;R$ 399,00;4;1
18;21/11/2017;R$ 399,00;4;1
18;23/06/2019;R$ 399,00;4;1
18;23/02/2017;R$ 399,00;4;1
18;22/07/2017;R$ 399,00;4;1
19;21/03/2019;R$ 1110,00;2;6
19;20/12/2017;R$ 1110,00;2;6
19;21/02/2017;R$ 185,00;2;1
19;21/10/2016;R$ 185,00;2;1
19;21/09/2018;R$ 555,00;2;3
19;22/11/2016;R$ 555,00;2;3
19;22/05/2017;R$ 555,00;2;3
19;20/12/2018;R$ 185,00;2;1
19;20/11/2017;R$ 185,00;2;1
19;22/08/2018;R$ 185,00;2;1
19;21/09/2017;R$ 185,00;2;1
19;22/01/2019;R$ 185,00;2;1
19;20/03/2017;R$ 185,00;2;1
19;21/04/2017;R$ 185,00;2;1
19;20/08/2017;R$ 185,00;2;1
19;20/09/2016;R$ 185,00;2;1
19;19/06/2018;R$ 185,00;2;1
19;20/02/2019;R$ 185,00;2;1
20;17/05/2019;R$ 1500,00;3;6
20;16/04/2017;R$ 250,00;3;1
20;17/12/2016;R$ 250,00;3;1
20;16/05/2017;R$ 1500,00;3;6
20;16/11/2017;R$ 1500,00;3;6
20;16/09/2018;R$ 750,00;3;3
20;16/06/2018;R$ 750,00;3;3
20;16/12/2018;R$ 750,00;3;3
20;18/04/2019;R$ 250,00;3;1
20;16/01/2017;R$ 250,00;3;1
20;17/09/2016;R$ 250,00;3;1
20;17/03/2019;R$ 250,00;3;1
20;17/11/2016;R$ 250,00;3;1
20;16/03/2017;R$ 250,00;3;1
20;16/10/2016;R$ 250,00;3;1
20;17/05/2018;R$ 250,00;3;1
21;11/05/2018;R$ 600,00;1;6
21;11/06/2019;R$ 100,00;1;1
21;10/09/2017;R$ 300,00;1;3
21;09/11/2016;R$ 300,00;1;3
21;10/02/2017;R$ 300,00;1;3
21;08/02/2018;R$ 300,00;1;3
21;08/03/2019;R$ 300,00;1;3
21;08/01/2018;R$ 100,00;1;1
21;10/05/2017;R$ 100,00;1;1
21;10/11/2018;R$ 100,00;1;1
21;10/01/2019;R$ 100,00;1;1
21;08/08/2017;R$ 100,00;1;1
21;09/02/2019;R$ 100,00;1;1
21;08/12/2017;R$ 100,00;1;1
21;08/07/2019;R$ 300,00;1;3
21;10/06/2017;R$ 100,00;1;1
21;10/10/2016;R$ 100,00;1;1
21;09/09/2016;R$ 100,00;1;1
22;09/11/2017;R$ 1110,00;2;6
22;09/01/2019;R$ 555,00;2;3
22;10/04/2019;R$ 555,00;2;3
22;10/04/2017;R$ 185,00;2;1
22;10/06/2017;R$ 555,00;2;3
22;11/06/2018;R$ 185,00;2;1
22;11/08/2018;R$ 555,00;2;3
22;09/05/2017;R$ 185,00;2;1
22;09/07/2019;R$ 185,00;2;1
22;11/01/2017;R$ 555,00;2;3
22;10/09/2016;R$ 185,00;2;1
22;10/12/2016;R$ 185,00;2;1
22;09/10/2017;R$ 185,00;2;1
22;11/12/2018;R$ 185,00;2;1
22;10/05/2018;R$ 185,00;2;1
22;09/10/2016;R$ 185,00;2;1
22;10/11/2016;R$ 185,00;2;1
22;10/11/2018;R$ 185,00;2;1
22;09/07/2018;R$ 185,00;2;1
23;15/09/2018;R$ 100,00;1;1
23;14/07/2017;R$ 100,00;1;1
23;14/07/2018;R$ 100,00;1;1
23;13/03/2019;R$ 300,00;1;3
23;15/10/2017;R$ 100,00;1;1
23;13/08/2017;R$ 100,00;1;1
23;13/04/2017;R$ 300,00;1;3
23;13/03/2018;R$ 100,00;1;1
23;13/06/2019;R$ 600,00;1;6
23;14/12/2016;R$ 300,00;1;3
23;15/05/2018;R$ 100,00;1;1
23;14/03/2017;R$ 100,00;1;1
23;14/11/2016;R$ 100,00;1;1
23;13/12/2017;R$ 100,00;1;1
23;13/10/2016;R$ 100,00;1;1
23;12/06/2018;R$ 100,00;1;1
23;14/11/2017;R$ 100,00;1;1
23;12/12/2018;R$ 100,00;1;1
23;14/01/2018;R$ 100,00;1;1
23;13/09/2016;R$ 100,00;1;1
23;13/02/2019;R$ 100,00;1;1
23;12/01/2019;R$ 100,00;1;1
23;12/02/2018;R$ 100,00;1;1
23;12/04/2018;R$ 100,00;1;1
24;15/07/2018;R$ 300,00;1;3
24;14/09/2017;R$ 100,00;1;1
24;15/06/2019;R$ 100,00;1;1
24;14/05/2017;R$ 100,00;1;1
24;14/05/2018;R$ 100,00;1;1
24;14/11/2016;R$ 300,00;1;3
24;15/06/2018;R$ 100,00;1;1
24;14/02/2019;R$ 100,00;1;1
24;15/10/2017;R$ 100,00;1;1
24;13/04/2018;R$ 100,00;1;1
24;15/11/2018;R$ 100,00;1;1
24;14/01/2018;R$ 100,00;1;1
24;14/03/2019;R$ 250,00;3;1
24;17/11/2017;R$ 250,00;3;1
24;13/06/2017;R$ 300,00;1;3
24;14/07/2019;R$ 300,00;1;3
24;14/04/2019;R$ 100,00;1;1
24;14/05/2019;R$ 100,00;1;1
24;14/02/2017;R$ 300,00;1;3
24;13/01/2019;R$ 100,00;1;1
24;14/03/2018;R$ 100,00;1;1
24;15/12/2017;R$ 100,00;1;1
24;14/09/2016;R$ 100,00;1;1
24;13/10/2016;R$ 100,00;1;1
24;14/10/2018;R$ 100,00;1;1
24;13/12/2018;R$ 100,00;1;1
25;17/08/2017;R$ 1110,00;2;6
25;16/02/2017;R$ 1110,00;2;6
25;15/12/2018;R$ 555,00;2;3
25;16/12/2016;R$ 185,00;2;1
25;17/05/2019;R$ 185,00;2;1
25;16/09/2016;R$ 185,00;2;1
25;16/02/2018;R$ 1110,00;2;6
25;16/10/2018;R$ 185,00;2;1
25;15/10/2016;R$ 185,00;2;1
25;15/03/2019;R$ 185,00;2;1
25;16/07/2019;R$ 185,00;2;1
25;15/11/2018;R$ 185,00;2;1
25;16/01/2017;R$ 185,00;2;1
25;15/11/2016;R$ 185,00;2;1
25;17/04/2019;R$ 185,00;2;1
25;15/08/2018;R$ 185,00;2;1
25;17/06/2019;R$ 185,00;2;1
25;15/09/2018;R$ 185,00;2;1
26;07/09/2017;R$ 750,00;3;3
26;08/09/2018;R$ 750,00;3;3
26;08/12/2017;R$ 750,00;3;3
26;08/03/2018;R$ 1500,00;3;6
26;06/04/2019;R$ 750,00;3;3
26;07/02/2019;R$ 250,00;3;1
26;06/07/2019;R$ 1500,00;3;6
26;08/05/2017;R$ 250,00;3;1
26;08/08/2017;R$ 250,00;3;1
26;08/03/2017;R$ 250,00;3;1
26;08/04/2017;R$ 250,00;3;1
26;07/01/2017;R$ 250,00;3;1
26;08/10/2016;R$ 250,00;3;1
26;07/06/2017;R$ 250,00;3;1
26;07/09/2016;R$ 250,00;3;1
26;08/11/2016;R$ 250,00;3;1
26;08/07/2017;R$ 250,00;3;1
26;08/02/2017;R$ 250,00;3;1
26;07/03/2019;R$ 250,00;3;1
27;12/07/2019;R$ 250,00;3;1
27;13/02/2017;R$ 750,00;3;3
27;12/07/2017;R$ 250,00;3;1
27;13/05/2018;R$ 750,00;3;3
27;13/09/2017;R$ 1500,00;3;6
27;13/04/2019;R$ 250,00;3;1
27;12/04/2018;R$ 250,00;3;1
27;13/10/2018;R$ 1500,00;3;6
27;12/05/2019;R$ 250,00;3;1
27;13/09/2016;R$ 250,00;3;1
27;12/12/2016;R$ 250,00;3;1
27;12/05/2017;R$ 250,00;3;1
27;13/11/2016;R$ 250,00;3;1
27;14/03/2018;R$ 250,00;3;1
27;13/10/2016;R$ 250,00;3;1
27;13/08/2017;R$ 250,00;3;1
27;12/09/2018;R$ 250,00;3;1
27;12/08/2018;R$ 250,00;3;1
27;12/01/2017;R$ 250,00;3;1
27;13/06/2017;R$ 250,00;3;1
28;14/12/2017;R$ 399,00;4;1
28;14/02/2017;R$ 1197,00;4;3
28;14/09/2017;R$ 1197,00;4;3
28;15/03/2019;R$ 2394,00;4;6
28;14/01/2018;R$ 399,00;4;1
28;14/07/2018;R$ 399,00;4;1
28;14/11/2018;R$ 399,00;4;1
28;13/11/2016;R$ 399,00;4;1
28;14/02/2018;R$ 399,00;4;1
28;14/12/2018;R$ 399,00;4;1
28;14/05/2017;R$ 399,00;4;1
28;12/06/2017;R$ 1197,00;4;3
28;12/05/2018;R$ 399,00;4;1
28;14/08/2018;R$ 1197,00;4;3
28;14/06/2018;R$ 399,00;4;1
28;14/01/2017;R$ 399,00;4;1
28;12/04/2018;R$ 399,00;4;1
28;12/12/2016;R$ 399,00;4;1
28;13/02/2019;R$ 399,00;4;1
28;14/03/2018;R$ 399,00;4;1
28;14/10/2016;R$ 399,00;4;1
29;12/01/2017;R$ 1197,00;4;3
29;11/04/2017;R$ 399,00;4;1
29;13/04/2018;R$ 2394,00;4;6
29;13/05/2017;R$ 399,00;4;1
29;13/08/2017;R$ 2394,00;4;6
29;11/02/2019;R$ 2394,00;4;6
29;13/10/2018;R$ 1197,00;4;3
29;12/06/2017;R$ 399,00;4;1
29;13/02/2018;R$ 399,00;4;1
29;11/01/2019;R$ 399,00;4;1
29;11/07/2017;R$ 399,00;4;1
29;12/10/2016;R$ 399,00;4;1
29;11/12/2016;R$ 399,00;4;1
29;11/09/2016;R$ 399,00;4;1
29;10/11/2016;R$ 399,00;4;1
29;11/03/2018;R$ 399,00;4;1
30;06/03/2019;R$ 300,00;1;3
30;07/01/2018;R$ 100,00;1;1
30;06/12/2018;R$ 100,00;1;1
30;08/06/2019;R$ 300,00;1;3
30;08/05/2018;R$ 600,00;1;6
30;08/03/2017;R$ 600,00;1;6
30;08/09/2016;R$ 100,00;1;1
30;08/12/2016;R$ 300,00;1;3
30;08/02/2018;R$ 100,00;1;1
30;09/04/2018;R$ 100,00;1;1
30;08/09/2017;R$ 100,00;1;1
30;09/02/2019;R$ 100,00;1;1
30;08/10/2017;R$ 100,00;1;1
30;08/11/2017;R$ 100,00;1;1
30;09/01/2019;R$ 100,00;1;1
30;08/03/2018;R$ 100,00;1;1
30;09/11/2016;R$ 100,00;1;1
30;08/12/2017;R$ 100,00;1;1
30;08/10/2016;R$ 100,00;1;1
30;07/11/2018;R$ 100,00;1;1
31;15/09/2017;R$ 600,00;1;6
31;14/09/2016;R$ 100,00;1;1
31;15/06/2017;R$ 100,00;1;1
31;15/09/2018;R$ 600,00;1;6
31;15/07/2018;R$ 100,00;1;1
31;14/02/2017;R$ 100,00;1;1
31;14/05/2019;R$ 100,00;1;1
31;15/06/2019;R$ 300,00;1;3
31;13/04/2019;R$ 100,00;1;1
31;13/05/2017;R$ 100,00;1;1
31;15/07/2017;R$ 100,00;1;1
31;14/01/2017;R$ 100,00;1;1
31;15/03/2019;R$ 100,00;1;1
31;15/08/2017;R$ 100,00;1;1
31;14/08/2018;R$ 100,00;1;1
31;14/12/2016;R$ 100,00;1;1
31;15/11/2016;R$ 100,00;1;1
31;14/03/2017;R$ 100,00;1;1
31;13/04/2017;R$ 100,00;1;1
31;15/05/2018;R$ 100,00;1;1
31;15/03/2018;R$ 100,00;1;1
31;13/06/2018;R$ 100,00;1;1
32;12/09/2017;R$ 399,00;4;1
32;11/04/2019;R$ 2394,00;4;6
32;11/01/2019;R$ 1197,00;4;3
32;11/06/2018;R$ 399,00;4;1
32;12/10/2018;R$ 399,00;4;1
32;11/02/2017;R$ 399,00;4;1
32;12/10/2016;R$ 399,00;4;1
32;13/05/2018;R$ 399,00;4;1
32;12/01/2018;R$ 399,00;4;1
32;02/04/2018;R$ 399,00;4;1
32;11/03/2017;R$ 399,00;4;1
32;13/04/2017;R$ 399,00;4;1
32;11/10/2017;R$ 399,00;4;1
32;11/07/2017;R$ 399,00;4;1
32;11/11/2017;R$ 399,00;4;1
32;11/11/2016;R$ 1197,00;4;3
32;13/07/2018;R$ 399,00;4;1
32;12/11/2018;R$ 399,00;4;1
32;11/12/2017;R$ 399,00;4;1
32;12/08/2017;R$ 399,00;4;1
32;11/12/2018;R$ 399,00;4;1
32;13/02/2018;R$ 399,00;4;1
32;07/05/2017;R$ 250,00;3;1
32;12/08/2018;R$ 399,00;4;1
32;12/09/2016;R$ 399,00;4;1
32;13/06/2017;R$ 399,00;4;1
33;04/01/2019;R$ 2394,00;4;6
33;03/08/2018;R$ 399,00;4;1
33;03/01/2017;R$ 399,00;4;1
33;03/10/2017;R$ 1197,00;4;3
33;04/06/2018;R$ 399,00;4;1
33;03/11/2016;R$ 399,00;4;1
33;03/04/2017;R$ 399,00;4;1
33;02/06/2017;R$ 1197,00;4;3
33;04/03/2018;R$ 399,00;4;1
33;04/05/2017;R$ 399,00;4;1
33;16/02/2017;R$ 185,00;2;1
33;02/03/2017;R$ 399,00;4;1
33;03/09/2018;R$ 399,00;4;1
33;03/12/2018;R$ 399,00;4;1
33;03/11/2018;R$ 399,00;4;1
33;04/04/2018;R$ 399,00;4;1
33;03/07/2019;R$ 399,00;4;1
33;03/10/2016;R$ 399,00;4;1
33;03/09/2016;R$ 399,00;4;1
33;04/05/2018;R$ 399,00;4;1
33;02/02/2018;R$ 399,00;4;1
33;04/01/2018;R$ 399,00;4;1
33;04/09/2017;R$ 399,00;4;1
33;02/12/2016;R$ 399,00;4;1
33;02/10/2018;R$ 399,00;4;1
